dataset,variable,type,is_labelled,n_labels,variable_label,n_missing,pct_missing,n_unique
mn,MVT7X,haven_labelled,TRUE,2,"Le(s) agresseur(s) avaient un couteau, une arme à feu ou autre chose utilisé comme arme : Autre arme",0,0,2
mn,MVT7NR,haven_labelled,TRUE,1,"Le(s) agresseur(s) avaient un couteau, une arme à feu ou autre chose utilisé comme arme : Aucune réponse",0,0,1
mn,MVT8,haven_labelled,TRUE,5,Incident signalé à la police,1645,97.05,5
mn,MVT9,haven_labelled,TRUE,4,Agressé physiquement en dehors de l'incident précédent,300,17.7,5
mn,MVT10,haven_labelled,TRUE,4,L'attaque a eu lieu au cours des 12 derniers mois,1674,98.76,4
mn,MVT11,haven_labelled,TRUE,5,Nombre de fois où l'attaque s'est produite au cours de la dernière année,1684,99.35,3
mn,MVT12,haven_labelled,TRUE,10,L'attaque du lieu a eu lieu la dernière fois,1674,98.76,6
mn,MVT13,haven_labelled,TRUE,5,Nombre de personnes impliquées dans la réalisation de l'infraction,1674,98.76,4
mn,MVT14,haven_labelled,TRUE,4,L’agresseur reconnu au moment de l'incident,1674,98.76,3
mn,MVT17,haven_labelled,TRUE,4,La ou les personnes possédaient une arme,1674,98.76,3
mn,MVT18A,haven_labelled,TRUE,2,"Le(s) agresseur(s) avaient un couteau, une arme à feu ou autre chose utilisé comme arme : Un couteau",0,0,2
mn,MVT18B,haven_labelled,TRUE,2,"Le(s) agresseur(s) avaient un couteau, une arme à feu ou autre chose utilisé comme arme : Une arme à feu",0,0,1
mn,MVT18X,haven_labelled,TRUE,2,"Le(s) agresseur(s) avaient un couteau, une arme à feu ou autre chose utilisé comme arme : Autre arme",0,0,2
mn,MVT18NR,haven_labelled,TRUE,1,"Le(s) agresseur(s) avaient un couteau, une arme à feu ou autre chose utilisé comme arme : Aucune réponse",0,0,1
mn,MVT19,haven_labelled,TRUE,5,Incident signalé à la police,1674,98.76,3
mn,MVT20,haven_labelled,TRUE,6,Se sentir en sécurité en marchant seul dans le quartier la nuit tombée,300,17.7,6
mn,MVT21,haven_labelled,TRUE,6,Se sentir en sécurité seul à la maison après la tombée de la nuit,300,17.7,5
mn,MVT22A,haven_labelled,TRUE,4,"Au cours des 12 derniers mois, s'est senti victime de discrimination : origine ethnique ou issue de l'immigration",300,17.7,4
mn,MVT22B,haven_labelled,TRUE,4,"Au cours des 12 derniers mois, vous vous êtes senti discriminé : sexe",300,17.7,4
mn,MVT22C,haven_labelled,TRUE,4,"Au cours des 12 derniers mois, vous vous êtes senti discriminé : orientation sexuelle",300,17.7,5
mn,MVT22D,haven_labelled,TRUE,4,"Au cours des 12 derniers mois, vous vous êtes senti victime de discrimination : Âge",300,17.7,4
mn,MVT22E,haven_labelled,TRUE,4,"Au cours des 12 derniers mois, vous vous êtes senti discriminé : religion ou conviction",300,17.7,4
mn,MVT22F,haven_labelled,TRUE,4,"Au cours des 12 derniers mois, vous vous êtes senti discriminé : handicap",300,17.7,5
mn,MVT22X,haven_labelled,TRUE,4,"Au cours des 12 derniers mois, vous vous êtes senti discriminé : toute autre raison",300,17.7,5
mn,MMA1,haven_labelled,TRUE,3,Actuellement marié ou vivant avec une femme,300,17.7,4
mn,MMA5,haven_labelled,TRUE,3,Déjà marié ou vécu avec une femme,818,48.26,4
mn,MMA6,haven_labelled,TRUE,3,Situation matrimoniale,1681,99.17,3
mn,MMA7,haven_labelled,TRUE,3,Marié ou vécu avec une femme une ou plusieurs fois,1163,68.61,3
mn,MMA8M,haven_labelled,TRUE,14,Mois de la première union,1163,68.61,15
mn,MMA8Y,haven_labelled,TRUE,2,Année de première union,1163,68.61,31
mn,MMA11,haven_labelled,TRUE,2,Âge à la première union,1682,99.23,3
mn,MAF2,haven_labelled,TRUE,3,Utilisez des lunettes ou des lentilles de contact,428,25.25,4
mn,MAF3,haven_labelled,TRUE,3,Utiliser une aide auditive,428,25.25,4
mn,MAF6,haven_labelled,TRUE,5,Difficulté à voir,428,25.25,6
mn,MAF8,haven_labelled,TRUE,5,Difficulté à entendre si vous utilisez une aide auditive,428,25.25,5
mn,MAF9,haven_labelled,TRUE,5,Difficulté à marcher ou à monter les marches,428,25.25,6
mn,MAF10,haven_labelled,TRUE,5,Difficulté à se souvenir ou à se concentrer,428,25.25,5
mn,MAF11,haven_labelled,TRUE,5,"Difficulté à prendre soin de soi, comme se laver partout ou s'habiller",428,25.25,6
mn,MAF12,haven_labelled,TRUE,4,Difficulté à communiquer,428,25.25,5
mn,MHA1,haven_labelled,TRUE,3,Avez-vous déjà entendu parler du VIH ou du SIDA,300,17.7,4
mn,MHA2,haven_labelled,TRUE,4,Peut éviter le VIH en ayant un partenaire non infecté,565,33.33,5
mn,MHA3,haven_labelled,TRUE,4,Peut contracter le VIH à cause des piqûres de moustiques,565,33.33,5
mn,MHA4,haven_labelled,TRUE,4,Peut éviter le VIH en utilisant correctement un préservatif à chaque fois,565,33.33,5
mn,MHA5,haven_labelled,TRUE,4,Peut contracter le VIH en partageant de la nourriture avec une personne séropositive,565,33.33,5
mn,MHA6,haven_labelled,TRUE,4,Peut contracter le VIH par des moyens surnaturels,565,33.33,5
mn,MHA7,haven_labelled,TRUE,4,Une personne d’apparence saine peut être séropositive,565,33.33,5
mn,MHA8A,haven_labelled,TRUE,4,Le VIH de la mère à l'enfant pendant la grossesse,565,33.33,5
mn,MHA8B,haven_labelled,TRUE,4,Le VIH de la mère à l'enfant pendant l'accouchement,565,33.33,5
mn,MHA8C,haven_labelled,TRUE,4,Le VIH de la mère à l'enfant par l'allaitement,565,33.33,5
mn,MHA10,haven_labelled,TRUE,4,Connaître les médicaments utilisés pour réduire le risque de transmission au bébé,1114,65.72,4
mn,MHA24,haven_labelled,TRUE,4,A déjà été testé pour le VIH,565,33.33,5
mn,MHA25,haven_labelled,TRUE,4,Moment le plus récent du test de dépistage du VIH,1657,97.76,5
mn,MHA26,haven_labelled,TRUE,4,Réception des résultats du test VIH,1657,97.76,3
mn,MHA27,haven_labelled,TRUE,4,Connaître un endroit pour passer un test de dépistage du VIH,603,35.58,5
mn,MHA28,haven_labelled,TRUE,3,J'ai entendu parler d'un kit de test pour le dépistage du VIH,565,33.33,4
mn,MHA29,haven_labelled,TRUE,3,Vous êtes-vous déjà testé à l'aide d'un kit de test,1590,93.81,4
mn,MHA30,haven_labelled,TRUE,4,Achèterait des légumes frais à un commerçant atteint du virus du SIDA,565,33.33,5
mn,MHA31,haven_labelled,TRUE,4,Les enfants vivant avec le VIH devraient être autorisés à fréquenter l'école avec d'autres enfants,565,33.33,5
mn,MHA32,haven_labelled,TRUE,4,Les gens hésitent à faire un test de dépistage du VIH parce qu’ils ont peur de la réaction des autres si le résultat du test est positif.,565,33.33,5
mn,MHA33,haven_labelled,TRUE,4,"Les gens parlent en mal des personnes vivant avec le VIH, ou dont on pense qu'elles vivent avec le VIH.",565,33.33,5
mn,MHA34,haven_labelled,TRUE,4,"Les personnes vivant avec le VIH, ou soupçonnées de vivre avec le VIH, perdent le respect des autres",565,33.33,5
mn,MHA35,haven_labelled,TRUE,4,D'accord avec l'énoncé suivant : J'aurais honte si un membre de ma famille était atteint du VIH,565,33.33,5
mn,MHA36,haven_labelled,TRUE,4,Peur de contracter le VIH par contact avec la salive d'une personne vivant avec le VIH,565,33.33,5
mn,MTA1,haven_labelled,TRUE,3,Avez-vous déjà essayé de fumer la cigarette,300,17.7,4
mn,MTA2,haven_labelled,TRUE,2,Âge auquel la cigarette a été fumée pour la première fois,907,53.51,33
mn,MTA3,haven_labelled,TRUE,3,Je fume actuellement des cigarettes,918,54.16,4
mn,MTA4,haven_labelled,TRUE,1,Nombre de cigarettes fumées au cours des dernières 24 heures,1069,63.07,32
mn,MTA5,haven_labelled,TRUE,3,Nombre de jours pendant lesquels des cigarettes ont été fumées au cours du mois dernier,1069,63.07,12
mn,MTA6,haven_labelled,TRUE,3,Avez-vous déjà essayé des produits du tabac fumés autres que les cigarettes,300,17.7,4
mn,MTA7,haven_labelled,TRUE,3,Vous avez consommé des produits du tabac fumés au cours du mois dernier,1341,79.12,3
mn,MTA8A,haven_labelled,TRUE,2,Type de produit du tabac fumé : Cigares,0,0,2
mn,MTA8B,haven_labelled,TRUE,2,Type de produit du tabac fumé : Pipe à eau,0,0,2
mn,MTA8C,haven_labelled,TRUE,2,Type de produit du tabac fumé : Cigarillos,0,0,2
mn,MTA8D,haven_labelled,TRUE,2,Type de produit du tabac fumé : Pipe,0,0,2
mn,MTA8X,haven_labelled,TRUE,2,Type de produit du tabac fumé : Autre,0,0,2
mn,MTA8NR,haven_labelled,TRUE,1,Type de produit du tabac fumé : Non réponse,0,0,1
mn,MTA9,haven_labelled,TRUE,3,Nombre de jours pendant lesquels des produits du tabac ont été fumés au cours du mois dernier,1621,95.63,11
mn,MTA10,haven_labelled,TRUE,3,Avez-vous déjà essayé n'importe quelle forme de produits du tabac sans fumée,300,17.7,4
mn,MTA11,haven_labelled,TRUE,3,Vous avez utilisé des produits du tabac sans fumée au cours du mois dernier,1604,94.63,3
mn,MTA12B,haven_labelled,TRUE,2,Type de produit du tabac sans fumée utilisé : Tabac à priser,0,0,2
mn,MTA12X,haven_labelled,TRUE,2,Type de produit du tabac sans fumée utilisé : Autre,0,0,2
mn,MTA12NR,haven_labelled,TRUE,1,Type de produit du tabac sans fumée utilisé : Aucune réponse,0,0,1
mn,MTA13,haven_labelled,TRUE,3,Nombre de jours pendant lesquels des produits du tabac sans fumée ont été consommés au cours du mois dernier,1678,99,7
mn,MTA14,haven_labelled,TRUE,3,Avez-vous déjà bu de l'alcool,300,17.7,4
mn,MTA15,haven_labelled,TRUE,2,Âge auquel l'alcool a été consommé pour la première fois,1423,83.95,28
mn,MTA16,haven_labelled,TRUE,4,Nombre de jours où au moins une boisson alcoolisée a été consommée au cours du mois dernier,1446,85.31,12
mn,MTA17,haven_labelled,TRUE,1,Nombre de boissons habituellement consommées,1607,94.81,22
mn,HH4,numeric,FALSE,0,Numéro chef d'équipe,300,17.7,25
mn,HH6,haven_labelled,TRUE,2,Milieu de résidence,300,17.7,3
mn,HH7,haven_labelled,TRUE,7,Region,300,17.7,8
mn,MWDOI,numeric,FALSE,0,Date de l'entretien homme (CMC),300,17.7,2
mn,MWDOB,numeric,FALSE,0,Date de naissance de l'homme (CMC),300,17.7,403
mn,MWAGE,haven_labelled,TRUE,7,Age,300,17.7,8
mn,MWDOM,numeric,FALSE,0,Date de mariage de l'homme (CMC),1163,68.61,189
mn,MWAGEM,numeric,FALSE,0,Âge au premier mariage/union de l'homme,1163,68.61,32
mn,MMSTATUS,haven_labelled,TRUE,3,Situation matrimoniale/syndicale de l'homme,300,17.7,5
mn,AE10,haven_labelled,TRUE,4,Accès à l'assurance maladie,0,0,4
mn,mnweight,numeric,FALSE,0,Poids de l'échantillon pour hommes,0,0,85
mn,wscore,numeric,FALSE,0,Score de richesse combiné,0,0,1100
mn,windex5,haven_labelled,TRUE,5,Quintile de l’indice de richesse,0,0,6
mn,windex10,haven_labelled,TRUE,10,Décile de l’indice de richesse,0,0,11
mn,wscoreu,numeric,FALSE,0,Score de richesse urbaine,554,32.68,663
mn,windex5u,haven_labelled,TRUE,5,Quintile de l’indice de richesse urbaine,554,32.68,7
mn,windex10u,haven_labelled,TRUE,10,Décile de l’indice de richesse urbaine,554,32.68,12
mn,wscorer,numeric,FALSE,0,Score de richesse rurale,841,49.62,440
mn,windex5r,haven_labelled,TRUE,5,Quintile de l’indice de richesse rurale,841,49.62,7
mn,windex10r,haven_labelled,TRUE,10,Décile de l’indice de richesse rurale,841,49.62,12
mn,mwelevel,haven_labelled,TRUE,5,Éducation,300,17.7,6
mn,minsurance,haven_labelled,TRUE,3,Assurance-maladie,300,17.7,4
mn,mdisability,haven_labelled,TRUE,2,Difficultés fonctionnelles (18-49 ans),428,25.25,3
mn,PSU,numeric,FALSE,0,Unité d'échantillonnage primaire,0,0,472
mn,stratum,numeric,FALSE,0,Strate,0,0,45
wm,HH1,numeric,FALSE,0,Numéro de Grappe,0,0,500
wm,HH2,numeric,FALSE,0,Numéro de ménage,0,0,22
wm,LN,numeric,FALSE,0,Numéro de ligne,0,0,11
wm,WM1,numeric,FALSE,0,Numéro de Grappe,0,0,500
wm,WM2,numeric,FALSE,0,Numéro de menage,0,0,22
wm,WM3,numeric,FALSE,0,Numéro de ligne de la Femme,0,0,11
wm,WMINT,numeric,FALSE,0,Numéro d'enqueteur,66,0.85,133
wm,WM4,numeric,FALSE,0,Numéro du chef d'equipe,0,0,24
wm,WM5,numeric,FALSE,0,Numéro d'enqueteur,66,0.85,133
wm,WM6D,numeric,FALSE,0,Jour de l'interview,0,0,31
wm,WM6M,numeric,FALSE,0,Mois de l'interview,0,0,3
wm,WM6Y,numeric,FALSE,0,Année de l'interview,0,0,1
wm,WM8,haven_labelled,TRUE,2,Répondant à un autre questionnaire,0,0,2
wm,WM9,haven_labelled,TRUE,2,Consentement,0,0,2
wm,WM17,haven_labelled,TRUE,7,Résultat de l’interview de la Femme,0,0,7
wm,WM7H,numeric,FALSE,0,Début de l’interview - Heure,644,8.27,22
wm,WM7M,numeric,FALSE,0,Début de l’interview - Minutes,644,8.27,61
wm,WM10H,numeric,FALSE,0,Fin de l’interview - Heure,650,8.34,22
wm,WM10M,numeric,FALSE,0,Fin de l’interview - Minutes,650,8.34,61
wm,WM11,haven_labelled,TRUE,3,Interview complété en privé,650,8.34,4
wm,WM12,haven_labelled,TRUE,2,Langue du Questionnaire,650,8.34,3
wm,WM13,haven_labelled,TRUE,3,Langue de l’Interview,650,8.34,4
wm,WM14,haven_labelled,TRUE,3,Langue maternelle du Répondant,650,8.34,4
wm,WM15,haven_labelled,TRUE,3,Traducteur utilisé,650,8.34,4
wm,WM15A,haven_labelled,TRUE,2,Enquêteur du ménage,4112,52.79,3
wm,WM15B,haven_labelled,TRUE,2,Avez-vous un numéro de téléphone,4254,54.61,3
wm,WM15C,haven_labelled,TRUE,2,Consentement pour participer à MICS-PLUS,4254,54.61,3
wm,WM15D,haven_labelled,TRUE,2,Avoir un téléphone pour recevoir un appel pour MICS-PLUS,4254,54.61,3
wm,WM15E,haven_labelled,TRUE,2,Accepter un appel pour MICS-PLUS,6614,84.9,3
wm,WM15G_P1,haven_labelled,TRUE,2,Valider le premier numéro de téléphone,6907,88.66,2
wm,WM15J_P1,haven_labelled,TRUE,2,Avoir un autre numéro de téléphone,6907,88.66,3
wm,WM15G_P2,haven_labelled,TRUE,2,Valider le deuxième numéro de téléphone,7759,99.6,2
wm,WM15J_P2,haven_labelled,TRUE,2,Avoir un autre numéro de téléphone,7759,99.6,3
wm,WM15G_P3,haven_labelled,TRUE,2,Valider le troisième numéro de téléphone,7778,99.85,2
wm,WM15J_P3,haven_labelled,TRUE,2,Avoir un autre numéro de téléphone,7778,99.85,2
wm,WMHINT,numeric,FALSE,0,Enquêteur pour le questionnaire ménager,66,0.85,133
wm,WB3M,haven_labelled,TRUE,14,Mois de naissance de la femme,650,8.34,16
wm,WB3Y,haven_labelled,TRUE,2,Année de naissance de la femme,650,8.34,39
wm,WB4,numeric,FALSE,0,Age de la femme,650,8.34,36
wm,WB5,haven_labelled,TRUE,3,A déjà fréquenté l’école,650,8.34,3
wm,WB6A,haven_labelled,TRUE,8,Plus haut d’éducation atteint,1087,13.95,7
wm,WB6B,haven_labelled,TRUE,2,Classe la plus élevée fréquenté à ce niveau,1092,14.02,12
wm,WB7,haven_labelled,TRUE,4,A déjà complété cette classe / année,1092,14.02,5
wm,WB9,haven_labelled,TRUE,4,Fréquente l’école durant l’année en cours,5895,75.67,3
wm,WB10A,haven_labelled,TRUE,11,Niveau d’éducation fréquenté année en cours,6500,83.44,11
wm,WB10B,haven_labelled,TRUE,2,Classe fréquentée à ce niveau durant l’année en cours,6500,83.44,10
wm,WB11,haven_labelled,TRUE,3,A fréquenté l’école l’année scolaire précédente,5895,75.67,3
wm,WB12A,haven_labelled,TRUE,12,Niveau d’éducation fréquenté au cours de l’année scolaire précédente,6430,82.54,10
wm,WB12B,haven_labelled,TRUE,2,Classe fréquentée à ce niveau au cours de l’année scolaire précédente,6430,82.54,10
wm,WB14,haven_labelled,TRUE,5,Peut lire une phrase,5981,76.78,5
wm,WB15,haven_labelled,TRUE,3,Durée de résidence sur le lieu d’habitation actuel,650,8.34,52
wm,WB16,haven_labelled,TRUE,3,Lieu de résidence antérieure (avant le lieu actuel),4960,63.67,4
wm,WB17,haven_labelled,TRUE,9,Région de résidence antérieur (avant la région actuelle),4960,63.67,10
wm,WB18,haven_labelled,TRUE,3,Couvert par une assurance médicale,650,8.34,4
wm,MT1,haven_labelled,TRUE,5,Fréquence de lecture d'un journal ou d'un magazine,650,8.34,6
wm,MT2,haven_labelled,TRUE,5,Fréquence d’écoute à la radio,650,8.34,6
wm,MT3,haven_labelled,TRUE,5,Fréquence à regarder la télévision,650,8.34,6
wm,MT4,haven_labelled,TRUE,3,A déjà utilisé un ordinateur ou une tablette,650,8.34,4
wm,MT5,haven_labelled,TRUE,5,Utilisation d’ordinateur / tablettes au cours des 3 derniers mois,4714,60.51,6
wm,MT6A,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Copier ou déplacer un fichier ou un répertoire,5775,74.13,4
wm,MT6B,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Utilisation de copier / coller dans un document,5775,74.13,4
wm,MT6C,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Envoyer un e-mail avec un fichier attaché,5775,74.13,4
wm,MT6D,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Utilisation d’une formule basique dans une feuille Excel,5775,74.13,4
wm,MT6E,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Connecter et installer un nouvel appareil,5775,74.13,4
wm,MT6F,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Installer et configurer un logiciel,5775,74.13,4
wm,MT6G,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Créer une présentation électronique,5775,74.13,4
wm,MT6H,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Transférer un fichier,5775,74.13,4
wm,MT6I,haven_labelled,TRUE,3,Au cours des 3 derniers mois : Ecrire un programme informatique,5775,74.13,4
wm,MT9,haven_labelled,TRUE,3,Avez – vous déjà utilisé Internet,939,12.05,4
wm,MT10,haven_labelled,TRUE,5,Utilisation d'Internet au cours des 3 derniers mois,3099,39.78,6
wm,MT11,haven_labelled,TRUE,3,Posséder un téléphone mobile,650,8.34,4
wm,MT12,haven_labelled,TRUE,5,Utilisation du téléphone portable au cours des 3 derniers mois,650,8.34,6
wm,MA1,haven_labelled,TRUE,3,Actuellement mariée ou vivant avec un homme,650,8.34,4
wm,MA2,haven_labelled,TRUE,2,Âge du mari/partenaire,4056,52.07,60
wm,MA5,haven_labelled,TRUE,3,A déjà été mariée ou a vécu avec un homme,4384,56.28,4
wm,MA6,haven_labelled,TRUE,3,Statut matrimonial,7558,97.02,4
wm,MA7,haven_labelled,TRUE,3,Mariée ou a vécu avec un homme une fois ou plusieurs fois,3824,49.09,4
wm,MA8M,haven_labelled,TRUE,14,Mois de la première union,3824,49.09,15
wm,MA8Y,haven_labelled,TRUE,2,Année de la première union,3824,49.09,38
wm,MA11,haven_labelled,TRUE,2,Âge lors de la première union,7694,98.77,21
wm,CM1,haven_labelled,TRUE,2,Déjà accouché,3824,49.09,3
wm,CM2,haven_labelled,TRUE,2,Fils ou filles vivant avec vous,4145,53.21,3
wm,CM3,numeric,FALSE,0,Fils vivant avec vous,4209,54.03,8
wm,CM4,numeric,FALSE,0,Filles vivant avec vous,4209,54.03,7
wm,CM5,haven_labelled,TRUE,2,Fils ou filles ne vivant pas avec vous,4145,53.21,3
wm,CM6,numeric,FALSE,0,Fils vivant ailleurs,7570,97.18,5
wm,CM7,numeric,FALSE,0,Filles vivant ailleurs,7570,97.18,6
wm,CM8,haven_labelled,TRUE,2,A déjà eu un enfant qui est décédé,3824,49.09,3
wm,CM9,numeric,FALSE,0,Garçons morts,7634,98,5
wm,CM10,numeric,FALSE,0,Filles mortes,7634,98,4
wm,CM11,numeric,FALSE,0,Enfants nés,3824,49.09,12
wm,CM12,haven_labelled,TRUE,2,Confirmer le nombre total d'enfants nés,3824,49.09,3
wm,CM15,haven_labelled,TRUE,2,Vérifiez le nombre total d'enfants nés,4163,53.44,2
wm,CM17,haven_labelled,TRUE,2,Naissances vivantes au cours des deux dernières années,4163,53.44,3
wm,BH11,haven_labelled,TRUE,2,Toute autre naissance vivante,4163,53.44,2
wm,DB2,haven_labelled,TRUE,3,Le dernier enfant était – il désiré,7157,91.87,3
wm,DB4,haven_labelled,TRUE,3,Vouloir un enfant plus tard ou ne pas vouloir d'autres enfants,7629,97.93,4
wm,MN2,haven_labelled,TRUE,3,A reçu des soins prénatals,7157,91.87,3
wm,MN3A,haven_labelled,TRUE,2,Prestataire de soins prénatals : Médecin,0,0,2
wm,MN3B,haven_labelled,TRUE,2,Prestataire de soins prénatals : Infirmière/sage-femme,0,0,2
wm,MN3F,haven_labelled,TRUE,2,Prestataire de soins prénatals : Accoucheuse traditionnelle,0,0,2
wm,MN3X,haven_labelled,TRUE,2,Prestataire de soins prénatals : Autre,0,0,1
wm,MN3NR,character,FALSE,0,Prestataire de soins prénatals : Pas de réponse,0,0,1
wm,MN4AU,haven_labelled,TRUE,3,Semaines ou mois de grossesse lors des premiers soins prénatals - unité,7214,92.61,3
wm,MN4AN,haven_labelled,TRUE,2,Semaines ou mois de grossesse lors des premiers soins prénatals - nombre,7214,92.61,14
wm,MN5,haven_labelled,TRUE,2,Nombre de fois où des soins prénatals sont reçus,7214,92.61,22
wm,MN6A,haven_labelled,TRUE,3,Pression artérielle,7214,92.61,3
wm,MN6B,haven_labelled,TRUE,3,Échantillon d'urine,7214,92.61,3
wm,MN6C,haven_labelled,TRUE,3,Échantillon de sang,7214,92.61,4
wm,MN8,haven_labelled,TRUE,4,Injection d'anatoxine tétanique au cours de la dernière grossesse,7157,91.87,4
wm,MN9,haven_labelled,TRUE,2,Doses d'anatoxine tétanique au cours de la dernière grossesse,7562,97.07,8
wm,MN11,haven_labelled,TRUE,4,Injection d'anatoxine tétanique avant la dernière grossesse,7229,92.8,5
wm,MN12,haven_labelled,TRUE,3,Doses d'anatoxine tétanique avant la dernière grossesse,7602,97.59,8
wm,MN14,haven_labelled,TRUE,2,Dernière dose d'anatoxine tétanique reçue quelques années avant la dernière grossesse,7602,97.59,23
wm,MN19A,haven_labelled,TRUE,2,Assistance à l'accouchement : Médecin,0,0,2
wm,MN19B,haven_labelled,TRUE,2,Assistance à l'accouchement : Infirmière / Sage-femme,0,0,2
wm,MN19F,haven_labelled,TRUE,2,Assistance à l'accouchement : Accoucheuse traditionnelle,0,0,2
wm,MN19H,haven_labelled,TRUE,2,Assistance à l'accouchement : Parent / Ami,0,0,2
wm,MN19X,haven_labelled,TRUE,2,Assistance à la livraison : Autre,0,0,1
wm,MN19Y,haven_labelled,TRUE,2,Assistance à la livraison : Personne,0,0,2
wm,MN19NR,haven_labelled,TRUE,1,Assistance à la livraison : Non réponse,0,0,1
wm,MN20,haven_labelled,TRUE,10,Lieu d’accouchement,7157,91.87,10
wm,MN21,haven_labelled,TRUE,3,Accouchement par césarienne,7166,91.99,4
wm,MN22,haven_labelled,TRUE,3,Décision prise de subir une césarienne,7532,96.69,4
wm,MN23,haven_labelled,TRUE,4,"Après la naissance, le bébé était posé directement sur la peau nue du sein de la mère",7157,91.87,5
wm,MN24,haven_labelled,TRUE,4,Le bébé a été enveloppé avant d'être placé sur la poitrine de sa mère,7410,95.12,4
wm,MN25,haven_labelled,TRUE,4,Bébé a été séché ou essuyé peu après la naissance,7157,91.87,4
wm,MN26U,haven_labelled,TRUE,4,Heure du bain de bébé - unité,7157,91.87,5
wm,MN26N,haven_labelled,TRUE,4,Heure à laquelle bébé a pris le bain - nombre,7157,91.87,23
wm,MN28,haven_labelled,TRUE,6,Qu'est-ce qui a été utilisé pour couper le cordon,7781,99.88,5
wm,MN29,haven_labelled,TRUE,4,Instrument utilisé pour couper le cordon bouilli avant utilisation,7781,99.88,5
wm,MN30,haven_labelled,TRUE,4,Quelque chose est appliqué sur le cordon après qu'il ait été coupé,7157,91.87,5
wm,MN31A,haven_labelled,TRUE,2,Ce qui a été appliqué sur le cordon : Chlorhexidine,0,0,2
wm,MN31B,haven_labelled,TRUE,2,Ce qui a été appliqué sur le cordon : Autre antiseptique,0,0,2
wm,MN31X,haven_labelled,TRUE,2,Ce qui a été appliqué sur le cordon : Autre,0,0,2
wm,MN31Z,haven_labelled,TRUE,2,Ce qui a été appliqué sur le cordon : NSP / Je ne me souviens pas,0,0,2
wm,MN31NR,haven_labelled,TRUE,1,Ce qui a été appliqué sur le cordon : Non réponse,0,0,1
wm,MN32,haven_labelled,TRUE,7,Taille de l'enfant à la naissance,7157,91.87,8
wm,MN33,haven_labelled,TRUE,4,Pesée à la naissance,7157,91.87,5
wm,MN34A,haven_labelled,TRUE,3,Poids sur la carte ou de mémoire,7195,92.36,3
wm,MN34,haven_labelled,TRUE,1,Poids à la naissance (kilogrammes),7195,92.36,83
wm,MN35,haven_labelled,TRUE,3,Période menstruelle revenue depuis la naissance de l'enfant,7157,91.87,4
wm,MN36,haven_labelled,TRUE,3,Avez-vous déjà allaité,7157,91.87,4
wm,MN37U,haven_labelled,TRUE,4,Heure de mise au sein bébé - unité,7202,92.45,4
wm,MN37N,haven_labelled,TRUE,3,Heure de mise au sein de bébé - nombre,7202,92.45,21
wm,MN38,haven_labelled,TRUE,3,"Dans les 3 jours suivant l'accouchement, l'enfant reçoit autre chose à boire que le lait maternel",7202,92.45,3
wm,MN39A,haven_labelled,TRUE,2,Enfant reçoit à boire : Lait (autre que le lait maternel),0,0,3
wm,MN39B,haven_labelled,TRUE,2,Enfant reçoit à boire : Eau plate,0,0,3
wm,MN39C,haven_labelled,TRUE,2,Enfant reçoit à boire : Sucre ou eau glucose,0,0,3
wm,MN39D,haven_labelled,TRUE,2,Enfant reçoit à boire : Eau de grippe,0,0,3
wm,MN39E,haven_labelled,TRUE,2,Enfant reçoit à boire : Solution sucre - sel - eau,0,0,3
wm,MN39F,haven_labelled,TRUE,2,Enfant reçoit à boire : Jus de fruit,0,0,2
wm,MN39G,haven_labelled,TRUE,2,Enfant reçoit à boire : Préparations pour nourrissons,0,0,3
wm,MN39H,haven_labelled,TRUE,2,Enfant reçoit à boire : Thé / Infusions,0,0,3
wm,MN39I,haven_labelled,TRUE,2,Enfant reçoit à boire : Miel,0,0,3
wm,MN39J,haven_labelled,TRUE,2,Enfant reçoit à boire : Médicament prescrit,0,0,3
wm,MN39X,haven_labelled,TRUE,2,Enfant reçoit à boire : Autre,0,0,3
wm,MN39Y,haven_labelled,TRUE,2,Enfant reçoit à boire : N’a rien reçu à boire,0,0,3
wm,MN39NR,haven_labelled,TRUE,1,Enfant reçoit à boire : Non réponse,0,0,2
wm,PN3U,haven_labelled,TRUE,4,Durée de séjour dans la formation sanitaire - unité,7166,91.99,4
wm,PN3N,haven_labelled,TRUE,2,Durée de séjour dans l'établissement sanitaire - nombre,7166,91.99,24
wm,PN4,haven_labelled,TRUE,3,La santé du bébé contrôlée avant de quitter l'établissement de santé,7166,91.99,4
wm,PN5,haven_labelled,TRUE,3,La santé de la mère contrôlée avant de quitter l'établissement de santé,7166,91.99,3
wm,PN6,haven_labelled,TRUE,3,La santé du bébé contrôlée après avoir quitté l'établissement de santé,7166,91.99,3
wm,PN8,haven_labelled,TRUE,3,Bébé contrôlé après l'accouchement,7786,99.95,4
wm,PN9,haven_labelled,TRUE,3,La mère a été contrôlée après la fin de l'accouchement,7786,99.95,4
wm,PN10,haven_labelled,TRUE,3,Consultation supplémentaire du bébé après l'accouchement,7786,99.95,4
