dataset,variable,value,label
ch,IMPP24,2,NON
ch,IMPP24,8,NSP
ch,IMPP24,9,NON REPONSE
ch,IMPP25,1,UNE
ch,IMPP25,2,DEUX
ch,IMPP25,3,TROIS
ch,IMPP25,4,QUATRE
ch,IMPP25,5,CINQ
ch,IMPP25,6,SIX
ch,IMPP25,7,SEPT
ch,IMPP25,8,NSP
ch,IMPP25,9,NON REPONSE
ch,IMPP26,1,OUI
ch,IMPP26,2,NON
ch,IMPP26,8,NSP
ch,IMPP26,9,NON REPONSE
ch,IMPP26A,1,UNE
ch,IMPP26A,2,DEUX
ch,IMPP26A,3,TROIS
ch,IMPP26A,4,QUATRE
ch,IMPP26A,5,CINQ
ch,IMPP26A,6,SIX
ch,IMPP26A,7,SEPT
ch,IMPP26A,8,NSP
ch,IMPP26A,9,NON REPONSE
ch,IMPP29,1,OUI
ch,IMPP29,2,NON
ch,IMPP29,8,NSP
ch,IMPP29,9,NON REPONSE
ch,IMPP29A,1,UNE
ch,IMPP29A,2,DEUX
ch,IMPP29A,3,TROIS
ch,IMPP29A,4,QUATRE
ch,IMPP29A,5,CINQ
ch,IMPP29A,6,SIX
ch,IMPP29A,7,SEPT
ch,IMPP29A,8,NSP
ch,IMPP29A,9,NON REPONSE
ch,CA1,1,OUI
ch,CA1,2,NON
ch,CA1,8,NSP
ch,CA1,9,NON REPONSE
ch,CA3,1,BEAUCOUP MOINS
ch,CA3,2,UN PEU MOINS
ch,CA3,3,A PEU PRES LA MEME CHOSE
ch,CA3,4,PLUS
ch,CA3,5,RIEN A BOIRE
ch,CA3,8,NSP
ch,CA3,9,NON REPONSE
ch,CA4,1,BEAUCOUP MOINS
ch,CA4,2,UN PEU MOINS
ch,CA4,3,A PEU PRES LA MEME CHOSE
ch,CA4,4,PLUS
ch,CA4,5,A STOPPE L’ALIMENTATION
ch,CA4,7,N’A JAMAIS DONNE A MANGER
ch,CA4,8,NSP
ch,CA4,9,NON REPONSE
ch,CA5,1,OUI
ch,CA5,2,NON
ch,CA5,8,NSP
ch,CA5,9,NON REPONSE
ch,CA6A,NA,NON REPONSE
ch,CA6A,NA,HOPITAL PUBLIC
ch,CA6B,NA,NON REPONSE
ch,CA6B,NA,CENTRE DE SANTE PUBLIC
ch,CA6E,NA,NON REPONSE
ch,CA6E,NA,CONSULTATION ETINERANTE
ch,CA6H,NA,NON REPONSE
ch,CA6H,NA,AUTRE MEDICAL PUBLIC
ch,CA6I,NA,NON REPONSE
ch,CA6I,NA, CLINIQUE
ch,CA6J,NA,NON REPONSE
ch,CA6J,NA,MEDECIN PRIVE
ch,CA6K,NA,NON REPONSE
ch,CA6K,NA,PHARMACIE PRIVEE
ch,CA6O,NA,NON REPONSE
ch,CA6O,NA,AUTRE MEDICAL PRIVE
ch,CA6P,NA,NON REPONSE
ch,CA6P,NA,PARENT / AMI
ch,CA6Q,NA,NON REPONSE
ch,CA6Q,NA,BOUTIQUE / MARCHE / RUE
ch,CA6R,NA,NON REPONSE
ch,CA6R,NA,PRATICIEN TRADITIONNEL
ch,CA6X,NA,NON REPONSE
ch,CA6X,NA,AUTRE
ch,CA6NR,NA,NON REPONSE
ch,CA7A,1,OUI
ch,CA7A,2,NON
ch,CA7A,8,NSP
ch,CA7A,9,NON REPONSE
ch,CA7B,1,OUI
ch,CA7B,2,NON
ch,CA7B,8,NSP
ch,CA7B,9,NON REPONSE
ch,CA7C,1,OUI
ch,CA7C,2,NON
ch,CA7C,8,NSP
ch,CA7C,9,NON REPONSE
ch,CA7D,1,OUI
ch,CA7D,2,NON
ch,CA7D,8,NSP
ch,CA7D,9,NON REPONSE
ch,CA9A,NA,NON REPONSE
ch,CA9A,NA,HOPITAL PUBLIC
ch,CA9B,NA,NON REPONSE
ch,CA9B,NA,CENTRE DE SANTE PUBLIC
ch,CA9E,NA,NON REPONSE
ch,CA9E,NA,CONSULTATION ETINERANTE
ch,CA9H,NA,NON REPONSE
ch,CA9H,NA,AUTRE MEDICAL PUBLIC
ch,CA9I,NA,NON REPONSE
ch,CA9I,NA,CLINIQUE
ch,CA9J,NA,NON REPONSE
ch,CA9J,NA,MEDECIN PRIVE
ch,CA9K,NA,NON REPONSE
ch,CA9K,NA,PHARMACIE PRIVEE
ch,CA9O,NA,NON REPONSE
ch,CA9O,NA,AUTRE MEDICAL PRIVE
ch,CA9P,NA,NON REPONSE
ch,CA9P,NA,PARENT / AMI
ch,CA9Q,NA,NON REPONSE
ch,CA9Q,NA,BOUTIQUE / MARCHE / RUE
ch,CA9R,NA,NON REPONSE
ch,CA9R,NA,PRATICIEN TRADITIONNEL
ch,CA9X,NA,NON REPONSE
ch,CA9X,NA,AUTRE
ch,CA9Z,NA,NON REPONSE
ch,CA9Z,NA,NSP / NE SE SOUVIENT PAS
ch,CA9NR,NA,NON REPONSE
ch,CA11A,NA,NON REPONSE
ch,CA11A,NA,HOPITAL PUBLIC
ch,CA11B,NA,NON REPONSE
ch,CA11B,NA,CENTRE DE SANTE PUBLIC
ch,CA11E,NA,NON REPONSE
ch,CA11E,NA,CONSULTATION ETINERANTE
ch,CA11H,NA,NON REPONSE
ch,CA11H,NA,AUTRE MEDICAL PUBLIC
ch,CA11I,NA,NON REPONSE
ch,CA11I,NA,HOPITAL PRIVE / CLINIQUE
ch,CA11J,NA,NON REPONSE
ch,CA11J,NA,MEDECIN PRIVE
ch,CA11K,NA,NON REPONSE
ch,CA11K,NA,PHARMACIE PRIVEE
ch,CA11O,NA,NON REPONSE
ch,CA11O,NA,AUTRE MEDICAL PRIVE
ch,CA11P,NA,NON REPONSE
ch,CA11P,NA,PARENT / AMI
ch,CA11Q,NA,NON REPONSE
ch,CA11Q,NA,BOUTIQUE / MARCHE / RUE
ch,CA11R,NA,NON REPONSE
ch,CA11R,NA,PRATICIEN TRADITIONNEL
ch,CA11X,NA,NON REPONSE
ch,CA11X,NA,AUTRE
ch,CA11Z,NA,NON REPONSE
ch,CA11Z,NA,NSP / NE SE SOUVIENT PAS
ch,CA11NR,NA,NON REPONSE
ch,CA12,1,OUI
ch,CA12,2,NON
ch,CA12,8,NSP
ch,CA12,9,NON REPONSE
ch,CA13A,NA,NON REPONSE
ch,CA13A,NA,COMPRIMES OU SIROP: ANTIBIOTIQUE
ch,CA13B,NA,NON REPONSE
ch,CA13B,NA,COMPRIMES OU SIROP: ANTIMOTILITE (ANTI-DIARRHEIQUE)
ch,CA13G,NA,NON REPONSE
ch,CA13G,NA,COMPRIMES OU SIROP: AUTRE
ch,CA13H,NA,NON REPONSE
ch,CA13H,NA,COMPRIMES OU SIROP: INCONNUE
ch,CA13L,NA,NON REPONSE
ch,CA13L,NA,INJECTION: ANTIBIOTIQUE
ch,CA13M,NA,NON REPONSE
ch,CA13M,NA,INJECTION: PAS ANTIBIOTIQUE
ch,CA13N,NA,NON REPONSE
ch,CA13N,NA,INJECTION: INCONNUE
ch,CA13O,NA,NON REPONSE
ch,CA13O,NA,INTRAVEINEUSE (IV)
ch,CA13Q,NA,NON REPONSE
ch,CA13Q,NA,REMEDE MAISON / HERBE MEDICINALE
ch,CA13X,NA,NON REPONSE
ch,CA13X,NA,AUTRE
ch,CA13NR,NA,NON REPONSE
ch,CA14,1,OUI
ch,CA14,2,NON
ch,CA14,8,NSP
ch,CA14,9,NON REPONSE
ch,CA16,1,OUI
ch,CA16,2,NON
ch,CA16,8,NSP
ch,CA16,9,NON REPONSE
ch,CA17,1,OUI
ch,CA17,2,NON
ch,CA17,8,NSP
ch,CA17,9,NON REPONSE
ch,CA18,1,PROBLEMES DANS LA POITRINE SEULEMENT
ch,CA18,2,NEZ BOUCHE OU QUI COULAIT
ch,CA18,3,LES DEUX
ch,CA18,6,AUTRE
ch,CA18,8,NSP
ch,CA20,1,OUI
ch,CA20,2,NON
ch,CA20,8,NSP
ch,CA20,9,NON REPONSE
ch,CA21A,NA,NON REPONSE
ch,CA21A,NA,HOPITAL PUBLIC
ch,CA21B,NA,NON REPONSE
ch,CA21B,NA,CENTRE DE SANTE PUBLIC
ch,CA21E,NA,NON REPONSE
ch,CA21E,NA,CONSULTATION ETINERANTE
ch,CA21H,NA,NON REPONSE
ch,CA21H,NA,AUTRE MEDICAL PUBLIC
ch,CA21I,NA,NON REPONSE
ch,CA21I,NA, CLINIQUE
ch,CA21J,NA,NON REPONSE
ch,CA21J,NA,MEDECIN PRIVE
ch,CA21K,NA,NON REPONSE
ch,CA21K,NA,PHARMACIE PRIVEE
ch,CA21O,NA,NON REPONSE
ch,CA21O,NA,AUTRE MEDICAL PRIVE
ch,CA21P,NA,NON REPONSE
ch,CA21P,NA,PARENT / AMI
ch,CA21Q,NA,NON REPONSE
ch,CA21Q,NA,BOUTIQUE / MARCHE / RUE
ch,CA21R,NA,NON REPONSE
ch,CA21R,NA,PRATICIEN TRADITIONNEL
ch,CA21X,NA,NON REPONSE
ch,CA21X,NA,AUTRE
ch,CA21NR,NA,NON REPONSE
ch,CA22,1,OUI
ch,CA22,2,NON
ch,CA22,8,NSP
ch,CA22,9,NON REPONSE
ch,CA23L,NA,NON REPONSE
ch,CA23L,NA,ANTIBIOTIQUES: AMOXICILLIN
ch,CA23M,NA,NON REPONSE
ch,CA23M,NA,ANTIBIOTIQUES: COTRIMOXAZOLE
ch,CA23N,NA,NON REPONSE
ch,CA23N,NA,ANTIBIOTIQUES: AUTRES COMPRIMES AU SIROP ANTIBIOTIQUE
ch,CA23O,NA,NON REPONSE
ch,CA23O,NA,ANTIBIOTIQUES: AUTRE INJECTION / IV ANTIBIOTIQUE
ch,CA23R,NA,NON REPONSE
ch,CA23R,NA,PARACETAMOL / PANADOL / ACETAMINONPHEN
ch,CA23S,NA,NON REPONSE
ch,CA23S,NA,ASPIRINE
ch,CA23T,NA,NON REPONSE
ch,CA23T,NA,IBUPROFEN
ch,CA23X,NA,NON REPONSE
ch,CA23X,NA,AUTRE
ch,CA23Z,NA,NON REPONSE
ch,CA23Z,NA,NSP
ch,CA23NR,NA,NON REPONSE
ch,CA25A,NA,NON REPONSE
ch,CA25A,NA,HOPITAL PUBLIC
ch,CA25B,NA,NON REPONSE
ch,CA25B,NA,CENTRE DE SANTE PUBLIC
ch,CA25E,NA,NON REPONSE
ch,CA25E,NA,CONSULTATION ETINERANTE
ch,CA25H,NA,NON REPONSE
ch,CA25H,NA,AUTRE MEDICAL PUBLIC
ch,CA25I,NA,NON REPONSE
ch,CA25I,NA,CLINIQUE
ch,CA25J,NA,NON REPONSE
ch,CA25J,NA,MEDECIN PRIVE
ch,CA25K,NA,NON REPONSE
ch,CA25K,NA,PHARMACIE PRIVEE
ch,CA25O,NA,NON REPONSE
ch,CA25O,NA,AUTRE MEDICAL PRIVE
ch,CA25P,NA,NON REPONSE
ch,CA25P,NA,PARENT / AMI
ch,CA25Q,NA,NON REPONSE
ch,CA25Q,NA,BOUTIQUE / MARCHE / RUE
ch,CA25R,NA,NON REPONSE
ch,CA25R,NA,PRATICIEN TRADITIONNEL
ch,CA25X,NA,NON REPONSE
ch,CA25X,NA,AUTRE
ch,CA25Z,NA,NON REPONSE
ch,CA25Z,NA,NSP / NE SE SOUVIENT PAS
ch,CA25NR,NA,NON REPONSE
ch,CA31,1,ENFANT A UTILISE LES TOILETTES / LATRINES
ch,CA31,2,MIS / JETE DANS LES TOILETTES/LATRINES
ch,CA31,3,MIS / JETE DANS LE FOSSE OU RIGOLE
ch,CA31,4,JETE DANS LES ORDURES (DECHETS SOLIDES)
ch,CA31,5,ENTERRE
ch,CA31,6,LAISSE A L’AIR LIBRE
ch,CA31,96,AUTRE
ch,CA31,98,NSP
ch,CA31,99,NON REPONSE
ch,AN8_DQ,99,"3 ""ENFANT PAS PRESENT"""
ch,AN9_DQ,1,OUI
ch,AN9_DQ,2,"NON, L’ENFANT N’A PAS PU ETRE DESHABILLE AU MINIMUM"
ch,AN9_DQ,9,NON REPONSE
ch,AN11_DQ,999,"4 ""ENFANT REFUSE"""
ch,AN12_DQ,1,COUCHE
ch,AN12_DQ,2,DEBOUT
ch,AN12_DQ,9,NON REPONSE
ch,AN13M_DQ,1,JANVIER
ch,AN13M_DQ,2,FÉVRIER
ch,AN13M_DQ,3,MARS
ch,AN13M_DQ,4,AVRIL
ch,AN13M_DQ,5,MAI
ch,AN13M_DQ,6,JUIN
ch,AN13M_DQ,7,JUILLET
ch,AN13M_DQ,8,AOUT
ch,AN13M_DQ,9,SEPTEMBRE
ch,AN13M_DQ,10,OCTOBRE
ch,AN13M_DQ,11,NOVEMBRE
ch,AN13M_DQ,12,DECEMBRE
ch,HH6,1,URBAIN
ch,HH6,2,RURAL
ch,HH7,1,DISTRICT TUNIS
ch,HH7,2,NORD EST
ch,HH7,3,NORD OUEST
ch,HH7,4,CENTRE EST
ch,HH7,5,CENTRE OUEST
ch,HH7,6,SUD EST
ch,HH7,7,SUD OUEST
ch,HL4,1,MASCULIN
ch,HL4,2,FEMININ
ch,ED5A,0,"PRE-PRIMAIRE (classe préparatoire, jardin d’enfant, Koutteb)"
ch,ED5A,1,PRIMAIRE OU PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
ch,ED5A,2,COLLEGE OU 2EME CYCLE DE L’ENSEIGNEMENT DE BASE ou secondaire 1
ch,ED5A,3,SECONDAIRE
ch,ED5A,4,SUPERIEUR
ch,ED5A,5,COURS D'ANALPHABITISATION
ch,ED5A,8,NSP
ch,ED5A,9,NON REPONSE
ch,ED5B,98,NSP
ch,ED5B,99,NON REPONSE
ch,CAGE_6,1,0-5
ch,CAGE_6,2,6-11
ch,CAGE_6,3,12-23
ch,CAGE_6,4,24-35
ch,CAGE_6,5,36-47
ch,CAGE_6,6,48-59
ch,CAGE_11,1,0-11
ch,CAGE_11,2,12-23
ch,CAGE_11,3,24-35
ch,CAGE_11,4,36-47
ch,CAGE_11,5,48-59
ch,FLAG_DQ,0,No flag
ch,FLAG_DQ,1,Height for age
ch,FLAG_DQ,2,Weight for height
ch,FLAG_DQ,3,"Weight for height, Height for age"
ch,FLAG_DQ,4,Weight for age
ch,FLAG_DQ,5,"Weight for age, Height for age"
ch,FLAG_DQ,6,"Weight for age, Weight for height"
ch,FLAG_DQ,7,"Weight for age, Weight for height, Height for age"
ch,BMI_DQ,99,"97 ""Measurement out of range"""
ch,ZBMI_DQ,99,"97 ""Measurement out of range"""
ch,HAZ2_DQ,99,"97 ""Measurement out of range"""
ch,WAZ2_DQ,99,"97 ""Measurement out of range"""
ch,WHZ2_DQ,99,"97 ""Measurement out of range"""
ch,HAZFLAG_DQ,0,No error
ch,HAZFLAG_DQ,1,Error flag
ch,WAZFLAG_DQ,0,No error
ch,WAZFLAG_DQ,1,Error flag
ch,WHZFLAG_DQ,0,No error
ch,WHZFLAG_DQ,1,Error flag
ch,BMIFLAG_DQ,0,No error
ch,BMIFLAG_DQ,1,Error flag
ch,WHZNOAGE_DQ,0,Age given - all measurements calculated
ch,WHZNOAGE_DQ,1,No age - only weight for height calculated
ch,melevel,0,Pre-primary ou Aucun
ch,melevel,1,Primaire
ch,melevel,2,Secondaire
ch,melevel,3,Supérieur
ch,melevel,9,Missing/DK
ch,cinsurance,1,With insurance
ch,cinsurance,2,Without insurance
ch,cinsurance,9,Missing/DK
ch,cdisability,1,Has functional difficulty
ch,cdisability,2,Has no functional difficulty
ch,caretakerdis,1,Has functional difficulty
ch,caretakerdis,2,Has no functional difficulty
ch,caretakerdis,9,No information
ch,bcg,1,Carte de vaccination
ch,bcg,2,Rapport de la mère
ch,bcg,3,Non vacciné
ch,bcg,8,NSP
ch,polio1,1,Carte de vaccination
ch,polio1,2,Rapport de la mère
ch,polio1,3,Non vacciné
ch,polio1,8,NSP
ch,polio2,1,Carte de vaccination
ch,polio2,2,Rapport de la mère
ch,polio2,3,Non vacciné
ch,polio2,8,NSP
ch,polio3,1,Carte de vaccination
ch,polio3,2,Rapport de la mère
ch,polio3,3,Non vacciné
ch,polio3,8,NSP
ch,hepB0,1,Carte de vaccination
ch,hepB0,2,Rapport de la mère
ch,hepB0,3,Non vacciné
ch,hepB0,8,NSP
ch,hepB0day,1,Carte de vaccination
ch,hepB0day,2,Rapport de la mère
ch,hepB0day,3,Non vacciné
ch,hepB0day,8,NSP
ch,hepB0later,1,Carte de vaccination
ch,hepB0later,2,Rapport de la mère
ch,hepB0later,3,Non vacciné
ch,hepB0later,8,NSP
ch,DTC1,1,Carte de vaccination
ch,DTC1,2,Rapport de la mère
ch,DTC1,3,Non vacciné
ch,DTC1,8,NSP
ch,DTC2,1,Carte de vaccination
ch,DTC2,2,Rapport de la mère
ch,DTC2,3,Non vacciné
ch,DTC2,8,NSP
ch,DTC3,1,Carte de vaccination
ch,DTC3,2,Rapport de la mère
ch,DTC3,3,Non vacciné
ch,DTC3,8,NSP
ch,Hib1,1,Carte de vaccination
ch,Hib1,2,Rapport de la mère
ch,Hib1,3,Non vacciné
ch,Hib1,8,NSP
ch,Hib2,1,Carte de vaccination
ch,Hib2,2,Rapport de la mère
ch,Hib2,3,Non vacciné
ch,Hib2,8,NSP
ch,Hib3,1,Carte de vaccination
ch,Hib3,2,Rapport de la mère
ch,Hib3,3,Non vacciné
ch,Hib3,8,NSP
ch,HepB1,1,Carte de vaccination
ch,HepB1,2,Rapport de la mère
ch,HepB1,3,Non vacciné
ch,HepB1,8,NSP
ch,HepB2,1,Carte de vaccination
ch,HepB2,2,Rapport de la mère
ch,HepB2,3,Non vacciné
ch,HepB2,8,NSP
ch,HepB3,1,Carte de vaccination
ch,HepB3,2,Rapport de la mère
ch,HepB3,3,Non vacciné
ch,HepB3,8,NSP
ch,pneumo1,1,Carte de vaccination
ch,pneumo1,2,Rapport de la mère
ch,pneumo1,3,Non vacciné
ch,pneumo1,8,NSP
ch,pneumo2,1,Carte de vaccination
ch,pneumo2,2,Rapport de la mère
ch,pneumo2,3,Non vacciné
ch,pneumo2,8,NSP
ch,pneumo3,1,Carte de vaccination
ch,pneumo3,2,Rapport de la mère
ch,pneumo3,3,Non vacciné
ch,pneumo3,8,NSP
ch,measles1,1,Carte de vaccination
ch,measles1,2,Rapport de la mère
ch,measles1,3,Non vacciné
ch,measles1,8,NSP
ch,measles2,1,Carte de vaccination
ch,measles2,2,Rapport de la mère
ch,measles2,3,Non vacciné
ch,measles2,8,NSP
ch,HepA,1,Carte de vaccination
ch,HepA,2,Rapport de la mère
ch,HepA,3,Non vacciné
ch,HepA,8,NSP
ch,basicvacc,1,Carte de vaccination
ch,basicvacc,2,Rapport de la mère
ch,basicvacc,3,Non vacciné
ch,basicvacc,8,NSP
ch,basicvacc1,1,Carte de vaccination
ch,basicvacc1,2,Rapport de la mère
ch,basicvacc1,3,Non vacciné
ch,basicvacc1,8,NSP
ch,allvacc,1,Carte de vaccination
ch,allvacc,2,Rapport de la mère
ch,allvacc,3,Non vacciné
ch,allvacc,8,NSP
ch,novacc,1,Carte de vaccination
ch,novacc,2,Rapport de la mère
ch,novacc,3,Non vacciné
ch,novacc,8,NSP
ch,windex5,1,Le plus pauvre
ch,windex5,2,Second
ch,windex5,3,Moyen
ch,windex5,4,Quatrieme
ch,windex5,5,Le plus riche
ch,windex10,1,1st decile
ch,windex10,2,2nd decile
ch,windex10,3,3rd decile
ch,windex10,4,4th decile
ch,windex10,5,5th decile
ch,windex10,6,6th decile
ch,windex10,7,7th decile
ch,windex10,8,8th decile
ch,windex10,9,9th decile
ch,windex10,10,10th decile
ch,windex5u,1,Le plus pauvre
ch,windex5u,2,Second
ch,windex5u,3,Moyen
ch,windex5u,4,Quatrieme
ch,windex5u,5,Le plus riche
ch,windex10u,1,1st decile
ch,windex10u,2,2nd decile
ch,windex10u,3,3rd decile
ch,windex10u,4,4th decile
ch,windex10u,5,5th decile
ch,windex10u,6,6th decile
ch,windex10u,7,7th decile
ch,windex10u,8,8th decile
ch,windex10u,9,9th decile
ch,windex10u,10,10th decile
ch,windex5r,1,Le plus pauvre
ch,windex5r,2,Second
ch,windex5r,3,Moyen
ch,windex5r,4,Quatrieme
ch,windex5r,5,Le plus riche
ch,windex10r,1,1st decile
ch,windex10r,2,2nd decile
ch,windex10r,3,3rd decile
ch,windex10r,4,4th decile
ch,windex10r,5,5th decile
ch,windex10r,6,6th decile
ch,windex10r,7,7th decile
ch,windex10r,8,8th decile
ch,windex10r,9,9th decile
ch,windex10r,10,10th decile
fs,FS9,1,"OUI, DEJA INTERVIEWE"
fs,FS9,2,"NON, PREMIERE INTERVIEW"
fs,FS10,1,"OUI, PERMISSION EST DONNEE"
fs,FS10,2,"NON, PERMISSION N’EST PAS DONNEE"
fs,FS17,1,COMPLETE
fs,FS17,2,PAS A LA MAISON
fs,FS17,3,REFUS
fs,FS17,4,PARTIELLEMENT COMPLETE
fs,FS17,5,EN INCAPACITE
fs,FS17,6,PAS DE CONSENTEMENT D’UN ADULTE POUR CE REPONDANT AGE DE 15-17 ANS
fs,FS17,96,AUTRE
fs,FS8M,99,NON REPONSE
fs,FS11M,99,NON REPONSE
fs,FS12,1,ARABE
fs,FS12,2,FRANCAIS
fs,FS13,1,ARABE
fs,FS13,2,FRANCAIS
fs,FS13,6,AUTRE LANGUE
fs,FS13,9,NON RESPONSE
fs,FS14,1,ARABE
fs,FS14,2,FRANCAIS
fs,FS14,6,AUTRE LANGUE
fs,FS14,9,NON RESPONSE
fs,FS15,1,"OUI, QUESTIONNAIRE ENTIER"
fs,FS15,2,"OUI, PARTIES DU QUESTIONNAIRE"
fs,FS15,3,"NON, PAS UTILISE"
fs,FS15,9,NON RESPONSE
fs,FS15A,1,OUI
fs,FS15A,2,NON
fs,FS15A,9,NON REPONSE
fs,FS15B,1,OUI
fs,FS15B,2,NON
fs,FS15B,9,NON REPONSE
fs,FS15C,1,OUI
fs,FS15C,2,NON
fs,FS15C,9,NON REPONSE
fs,FS15D,1,OUI
fs,FS15D,2,NON
fs,FS15D,9,NON REPONSE
fs,FS15E,1,OUI
fs,FS15E,2,NON
fs,FS15E,9,NON REPONSE
fs,FS15G_P1,1,OUI
fs,FS15G_P1,2,NON
fs,FS15G_P1,8,NSP
fs,FS15G_P1,9,NON REPONSE
fs,FS15J_P1,1,OUI
fs,FS15J_P1,2,NON
fs,FS15J_P1,8,NSP
fs,FS15J_P1,9,NON REPONSE
fs,FS15G_P2,1,OUI
fs,FS15G_P2,2,NON
fs,FS15G_P2,9,NON REPONSE
fs,FS15J_P2,1,OUI
fs,FS15J_P2,2,NON
fs,FS15J_P2,9,NON REPONSE
fs,FS15G_P3,1,OUI
fs,FS15G_P3,2,NON
fs,FS15G_P3,9,NON REPONSE
fs,FS15J_P3,1,OUI
fs,FS15J_P3,2,NON
fs,FS15J_P3,9,NON REPONSE
fs,CB2M,1,JANVIER
fs,CB2M,2,FÉVRIER
fs,CB2M,3,MARS
fs,CB2M,4,AVRIL
fs,CB2M,5,MAI
fs,CB2M,6,JUIN
fs,CB2M,7,JUILLET
fs,CB2M,8,AOUT
fs,CB2M,9,SEPTEMBRE
fs,CB2M,10,OCTOBRE
fs,CB2M,11,NOVEMBER
fs,CB2M,12,DECEMBRE
fs,CB2M,98,NSP
fs,CB2M,99,NON REPONSE
fs,CB2Y,9998,NSP
fs,CB2Y,9999,NON REPONSE
fs,CB4,1,OUI
fs,CB4,2,NON
fs,CB4,9,NON REPONSE
fs,CB5A,0,"PRE-PRIMAIRE (classe préparatoire, jardin d’enfant, Koutteb)"
fs,CB5A,1,PRIMAIRE OU PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
fs,CB5A,2,COLLEGE OU 2EME CYCLE DE L’ENSEIGNEMENT DE BASE
fs,CB5A,3,SECONDAIRE
fs,CB5A,8,NSP
fs,CB5A,9,NON REPONSE
fs,CB5B,98,NSP
fs,CB5B,99,NON REPONSE
fs,CB6,1,OUI
fs,CB6,2,NON
fs,CB6,8,NSP
fs,CB6,9,NON REPONSE
fs,CB7,1,OUI
fs,CB7,2,NON
fs,CB7,8,NSP
fs,CB7,9,NON REPONSE
fs,CB8A,0,"PRE-PRIMAIRE (classe préparatoire, jardin d’enfant, Koutteb)"
fs,CB8A,1,PRIMAIRE OU PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
fs,CB8A,2,COLLEGE OU 2EME CYCLE DE L’ENSEIGNEMENT DE BASE
fs,CB8A,3,SECONDAIRE
fs,CB8A,5,FORMATION PROFESSIONNELLE DANS LES ECOLES DES METIERS
fs,CB8A,6,CAP
fs,CB8A,7,BTP
fs,CB8A,9,FORMATION PROFESSIONELLE
fs,CB8A,98,NSP
fs,CB8A,99,NON REPONSE
fs,CB8B,98,NSP
fs,CB8B,99,NON REPONSE
fs,CB9,1,OUI
fs,CB9,2,NON
fs,CB9,8,NSP
fs,CB9,9,NON REPONSE
fs,CB10A,0,"PRE-PRIMAIRE (classe préparatoire, jardin d’enfant, Koutteb)"
fs,CB10A,1,PRIMAIRE OU PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
fs,CB10A,2,COLLEGE OU 2EME CYCLE DE L’ENSEIGNEMENT DE BASE
fs,CB10A,3,SECONDAIRE
fs,CB10A,4,SUPERIEUR
fs,CB10A,5,FORMATION PROFESSIONNELLE DANS LES ECOLES DES METIERS
fs,CB10A,6,CAP
fs,CB10A,7,BTP
fs,CB10A,8,BTS
fs,CB10A,9,FORMATION PROFESSIONELLE
fs,CB10A,10,COURS D'ANALPHABITISATION
fs,CB10A,98,NSP
fs,CB10A,99,PAS DE RESPONSE
fs,CB10B,98,NSP
fs,CB10B,99,NON REPONSE
fs,CB11,1,OUI
fs,CB11,2,NON
fs,CB11,9,NON REPONSE
fs,CB12A,NA,NON REPONSE
fs,CB12A,NA,CAISSE NATIONALE D’ASSURANCE MALADIE(CNAM)
fs,CB12D,NA,NON REPONSE
fs,CB12D,NA,ASSURANCE SANTE PRIVEE
fs,CB12E,NA,NON REPONSE
fs,CB12E,NA,SOINS PUBLICS GRATUITS (CARNET BLANC)
fs,CB12F,NA,NON REPONSE
fs,CB12F,NA,SOINS A TARIFS REDUIT (CARNET JAUNE)
fs,CB12X,NA,NON REPONSE
fs,CB12X,NA,AUTRE (préciser)
fs,CB12NR,NA,NON REPONSE
fs,CL1A,1,OUI
fs,CL1A,2,NON
fs,CL1A,9,NON REPONSE
fs,CL1B,1,OUI
fs,CL1B,2,NON
fs,CL1B,9,NON REPONSE
fs,CL1C,1,OUI
fs,CL1C,2,NON
fs,CL1C,9,NON REPONSE
fs,CL1D,1,OUI
fs,CL1D,2,NON
fs,CL1D,9,NON REPONSE
fs,CL1E,1,OUI
fs,CL1E,2,NON
fs,CL1E,9,NON REPONSE
fs,CL1X,1,OUI
fs,CL1X,2,NON
fs,CL1X,9,NON REPONSE
fs,CL3,99,NON REPONSE
fs,CL4,1,OUI
fs,CL4,2,NON
fs,CL4,9,NON REPONSE
fs,CL5,1,OUI
fs,CL5,2,NON
fs,CL5,9,NON REPONSE
fs,CL6A,1,OUI
fs,CL6A,2,NON
fs,CL6A,9,NON REPONSE
fs,CL6B,1,OUI
fs,CL6B,2,NON
fs,CL6B,9,NON REPONSE
fs,CL6C,1,OUI
fs,CL6C,2,NON
fs,CL6C,9,NON REPONSE
fs,CL6D,1,OUI
fs,CL6D,2,NON
fs,CL6D,9,NON REPONSE
fs,CL6E,1,OUI
fs,CL6E,2,NON
fs,CL6E,9,NON REPONSE
fs,CL6F,1,OUI
fs,CL6F,2,NON
fs,CL6F,9,NON REPONSE
fs,CL6X,1,OUI
fs,CL6X,2,NON
fs,CL6X,9,NON REPONSE
fs,CL7,1,OUI
fs,CL7,2,NON
fs,CL7,9,NON REPONSE
fs,CL8,99,NON REPONSE
fs,CL9,1,OUI
fs,CL9,2,NON
fs,CL9,9,NON REPONSE
fs,CL10,99,NON REPONSE
fs,CL11A,1,OUI
